thomas,icpsr,first,middle,last,suffix,born,sex,mandate,start,end,party,state,district
00874,7081,Thomas,Phillip,O’Neill,Jr.,1912,M,hr,1965-01-04,1967-01-03,DEM,MA,8
00874,7081,Thomas,Phillip,O’Neill,Jr.,1912,M,hr,1967-01-10,1969-01-03,DEM,MA,8
00874,7081,Thomas,Phillip,O’Neill,Jr.,1912,M,hr,1969-01-03,1971-01-03,DEM,MA,8
00874,7081,Thomas,Phillip,O’Neill,Jr.,1912,M,hr,1971-01-21,1973-01-03,DEM,MA,8
00874,7081,Thomas,Phillip,O’Neill,Jr.,1912,M,hr,1973-01-03,1975-01-03,DEM,MA,8
00874,7081,Thomas,Phillip,O’Neill,Jr.,1912,M,hr,1975-01-14,1977-01-03,DEM,MA,8
00874,7081,Thomas,Phillip,O’Neill,Jr.,1912,M,hr,1977-01-04,1979-01-03,DEM,MA,8
00874,7081,Thomas,Phillip,O’Neill,Jr.,1912,M,hr,1979-01-15,1981-01-03,DEM,MA,8
00874,7081,Thomas,Phillip,O’Neill,Jr.,1912,M,hr,1981-01-05,1983-01-03,DEM,MA,8
00874,7081,Thomas,Phillip,O’Neill,Jr.,1912,M,hr,1983-01-03,1985-01-03,DEM,MA,8
00874,7081,Thomas,Phillip,O’Neill,Jr.,1912,M,hr,1985-01-03,1987-01-03,DEM,MA,8
01000,14449,Eldon,Dean,Rudd,NA,1920,M,hr,1977-01-04,1979-01-03,REP,AZ,4
01000,14449,Eldon,Dean,Rudd,NA,1920,M,hr,1979-01-15,1981-01-03,REP,AZ,4
01000,14449,Eldon,Dean,Rudd,NA,1920,M,hr,1981-01-05,1983-01-03,REP,AZ,4
01000,14449,Eldon,Dean,Rudd,NA,1920,M,hr,1983-01-03,1985-01-03,REP,AZ,4
01000,14449,Eldon,Dean,Rudd,NA,1920,M,hr,1985-01-03,1987-01-03,REP,AZ,4
01040,13040,John,Frederick,Seiberling,NA,1918,M,hr,1971-01-21,1973-01-03,DEM,OH,14
01040,13040,John,Frederick,Seiberling,NA,1918,M,hr,1973-01-03,1975-01-03,DEM,OH,14
01040,13040,John,Frederick,Seiberling,NA,1918,M,hr,1975-01-14,1977-01-03,DEM,OH,14
01040,13040,John,Frederick,Seiberling,NA,1918,M,hr,1977-01-04,1979-01-03,DEM,OH,14
01040,13040,John,Frederick,Seiberling,NA,1918,M,hr,1979-01-15,1981-01-03,DEM,OH,14
01040,13040,John,Frederick,Seiberling,NA,1918,M,hr,1981-01-05,1983-01-03,DEM,OH,14
01040,13040,John,Frederick,Seiberling,NA,1918,M,hr,1983-01-03,1985-01-03,DEM,OH,14
01040,13040,John,Frederick,Seiberling,NA,1918,M,hr,1985-01-03,1987-01-03,DEM,OH,14
01058,14872,Mark,Deli,Siljander,NA,1951,M,hr,1981-01-05,1983-01-03,REP,MI,4
01058,14872,Mark,Deli,Siljander,NA,1951,M,hr,1983-01-03,1985-01-03,REP,MI,4
01058,14872,Mark,Deli,Siljander,NA,1951,M,hr,1985-01-03,1987-01-03,REP,MI,4
01086,10626,Marion,Gene,Snyder,NA,1928,M,hr,1963-01-09,1965-01-03,REP,KY,3
01086,10626,Marion,Gene,Snyder,NA,1928,M,hr,1967-01-10,1969-01-03,REP,KY,4
01086,10626,Marion,Gene,Snyder,NA,1928,M,hr,1969-01-03,1971-01-03,REP,KY,4
01086,10626,Marion,Gene,Snyder,NA,1928,M,hr,1971-01-21,1973-01-03,REP,KY,4
01086,10626,Marion,Gene,Snyder,NA,1928,M,hr,1973-01-03,1975-01-03,REP,KY,4
01086,10626,Marion,Gene,Snyder,NA,1928,M,hr,1975-01-14,1977-01-03,REP,KY,4
01086,10626,Marion,Gene,Snyder,NA,1928,M,hr,1977-01-04,1979-01-03,REP,KY,4
01086,10626,Marion,Gene,Snyder,NA,1928,M,hr,1979-01-15,1981-01-03,REP,KY,4
01086,10626,Marion,Gene,Snyder,NA,1928,M,hr,1981-01-05,1983-01-03,REP,KY,4
01086,10626,Marion,Gene,Snyder,NA,1928,M,hr,1983-01-03,1985-01-03,REP,KY,4
01086,10626,Marion,Gene,Snyder,NA,1928,M,hr,1985-01-03,1987-01-03,REP,KY,4
01116,15118,Michael,Lathrop,Strang,NA,1929,M,hr,1985-01-03,1987-01-03,REP,CO,3
01194,15244,Alton,R.,Waldon,Jr.,1936,M,hr,1985-01-03,1987-01-03,DEM,NY,6
01210,14281,James,Howard,Weaver,NA,1927,M,hr,1975-01-14,1977-01-03,DEM,OR,4
01210,14281,James,Howard,Weaver,NA,1927,M,hr,1977-01-04,1979-01-03,DEM,OR,4
01210,14281,James,Howard,Weaver,NA,1927,M,hr,1979-01-15,1981-01-03,DEM,OR,4
01210,14281,James,Howard,Weaver,NA,1927,M,hr,1981-01-05,1983-01-03,DEM,OR,4
01210,14281,James,Howard,Weaver,NA,1927,M,hr,1983-01-03,1985-01-03,DEM,OR,4
01210,14281,James,Howard,Weaver,NA,1927,M,hr,1985-01-03,1987-01-03,DEM,OR,4
01221,12033,George,William,Whitehurst,NA,1925,M,hr,1969-01-03,1971-01-03,REP,VA,2
01221,12033,George,William,Whitehurst,NA,1925,M,hr,1971-01-21,1973-01-03,REP,VA,2
01221,12033,George,William,Whitehurst,NA,1925,M,hr,1973-01-03,1975-01-03,REP,VA,2
01221,12033,George,William,Whitehurst,NA,1925,M,hr,1975-01-14,1977-01-03,REP,VA,2
01221,12033,George,William,Whitehurst,NA,1925,M,hr,1977-01-04,1979-01-03,REP,VA,2
01221,12033,George,William,Whitehurst,NA,1925,M,hr,1979-01-15,1981-01-03,REP,VA,2
01221,12033,George,William,Whitehurst,NA,1925,M,hr,1981-01-05,1983-01-03,REP,VA,2
01221,12033,George,William,Whitehurst,NA,1925,M,hr,1983-01-03,1985-01-03,REP,VA,2
01221,12033,George,William,Whitehurst,NA,1925,M,hr,1985-01-03,1987-01-03,REP,VA,2
01223,14464,Charles,Orville,Whitley,NA,1927,M,hr,1977-01-04,1979-01-03,DEM,NC,3
01223,14464,Charles,Orville,Whitley,NA,1927,M,hr,1979-01-15,1981-01-03,DEM,NC,3
01223,14464,Charles,Orville,Whitley,NA,1927,M,hr,1981-01-05,1983-01-03,DEM,NC,3
01223,14464,Charles,Orville,Whitley,NA,1927,M,hr,1983-01-03,1985-01-03,DEM,NC,3
01223,14464,Charles,Orville,Whitley,NA,1927,M,hr,1985-01-03,1987-01-03,DEM,NC,3
01259,14465,Robert,Anton,Young,III,1923,M,hr,1977-01-04,1979-01-03,DEM,MO,2
01259,14465,Robert,Anton,Young,III,1923,M,hr,1979-01-15,1981-01-03,DEM,MO,2
01259,14465,Robert,Anton,Young,III,1923,M,hr,1981-01-05,1983-01-03,DEM,MO,2
01259,14465,Robert,Anton,Young,III,1923,M,hr,1983-01-03,1985-01-03,DEM,MO,2
01259,14465,Robert,Anton,Young,III,1923,M,hr,1985-01-03,1987-01-03,DEM,MO,2
01266,15078,Edwin,Van Wyck,Zschau,NA,1940,M,hr,1983-01-03,1985-01-03,REP,CA,12
01266,15078,Edwin,Van Wyck,Zschau,NA,1940,M,hr,1985-01-03,1987-01-03,REP,CA,12
01427,15504,James,Terry,Sanford,NA,1917,M,se,1986-11-05,1987-01-03,DEM,NC,NA
01427,15504,James,Terry,Sanford,NA,1917,M,se,1987-01-06,1993-01-03,DEM,NC,NA
00138,10574,James,Thomas,Broyhill,NA,1927,M,hr,1963-01-09,1965-01-03,REP,NC,9
00138,10574,James,Thomas,Broyhill,NA,1927,M,hr,1965-01-04,1967-01-03,REP,NC,9
00138,10574,James,Thomas,Broyhill,NA,1927,M,hr,1967-01-10,1969-01-03,REP,NC,9
00138,10574,James,Thomas,Broyhill,NA,1927,M,hr,1969-01-03,1971-01-03,REP,NC,10
00138,10574,James,Thomas,Broyhill,NA,1927,M,hr,1971-01-21,1973-01-03,REP,NC,10
00138,10574,James,Thomas,Broyhill,NA,1927,M,hr,1973-01-03,1975-01-03,REP,NC,10
00138,10574,James,Thomas,Broyhill,NA,1927,M,hr,1975-01-14,1977-01-03,REP,NC,10
00138,10574,James,Thomas,Broyhill,NA,1927,M,hr,1977-01-04,1979-01-03,REP,NC,10
00138,10574,James,Thomas,Broyhill,NA,1927,M,hr,1979-01-15,1981-01-03,REP,NC,10
00138,10574,James,Thomas,Broyhill,NA,1927,M,hr,1981-01-05,1983-01-03,REP,NC,10
00138,10574,James,Thomas,Broyhill,NA,1927,M,hr,1983-01-03,1985-01-03,REP,NC,10
00138,10574,James,Thomas,Broyhill,NA,1927,M,hr,1985-01-03,1986-07-14,REP,NC,10
00138,10574,James,Thomas,Broyhill,NA,1927,M,se,1986-07-14,1986-11-04,REP,NC,NA
00005,10700,Brockman,NA,Adams,NA,1927,M,hr,1965-01-04,1967-01-03,DEM,WA,7
00005,10700,Brockman,NA,Adams,NA,1927,M,hr,1967-01-10,1969-01-03,DEM,WA,7
00005,10700,Brockman,NA,Adams,NA,1927,M,hr,1969-01-03,1971-01-03,DEM,WA,7
00005,10700,Brockman,NA,Adams,NA,1927,M,hr,1971-01-21,1973-01-03,DEM,WA,7
00005,10700,Brockman,NA,Adams,NA,1927,M,hr,1973-01-03,1975-01-03,DEM,WA,7
00005,10700,Brockman,NA,Adams,NA,1927,M,hr,1975-01-14,1977-01-03,DEM,WA,7
00005,10700,Brockman,NA,Adams,NA,1927,M,hr,1977-01-04,1979-01-03,DEM,WA,7
00005,10700,Brockman,NA,Adams,NA,1927,M,se,1987-01-06,1993-01-03,DEM,WA,NA
00039,14403,Robert,Edward,Badham,NA,1929,M,hr,1977-01-04,1979-01-03,REP,CA,40
00039,14403,Robert,Edward,Badham,NA,1929,M,hr,1979-01-15,1981-01-03,REP,CA,40
00039,14403,Robert,Edward,Badham,NA,1929,M,hr,1981-01-05,1983-01-03,REP,CA,40
00039,14403,Robert,Edward,Badham,NA,1929,M,hr,1983-01-03,1985-01-03,REP,CA,40
00039,14403,Robert,Edward,Badham,NA,1929,M,hr,1985-01-03,1987-01-03,REP,CA,40
00039,14403,Robert,Edward,Badham,NA,1929,M,hr,1987-01-06,1989-01-03,REP,CA,40
00085,12003,Mario,NA,Biaggi,NA,1917,M,hr,1969-01-03,1971-01-03,DEM,NY,24
00085,12003,Mario,NA,Biaggi,NA,1917,M,hr,1971-01-21,1973-01-03,DEM,NY,24
00085,12003,Mario,NA,Biaggi,NA,1917,M,hr,1973-01-03,1975-01-03,DEM,NY,10
00085,12003,Mario,NA,Biaggi,NA,1917,M,hr,1975-01-14,1977-01-03,DEM,NY,10
00085,12003,Mario,NA,Biaggi,NA,1917,M,hr,1977-01-04,1979-01-03,DEM,NY,10
00085,12003,Mario,NA,Biaggi,NA,1917,M,hr,1979-01-15,1981-01-03,DEM,NY,10
00085,12003,Mario,NA,Biaggi,NA,1917,M,hr,1981-01-05,1983-01-03,DEM,NY,10
00085,12003,Mario,NA,Biaggi,NA,1917,M,hr,1983-01-03,1985-01-03,DEM,NY,19
00085,12003,Mario,NA,Biaggi,NA,1917,M,hr,1985-01-03,1987-01-03,DEM,NY,19
00085,12003,Mario,NA,Biaggi,NA,1917,M,hr,1987-01-06,1989-01-03,DEM,NY,19
00104,830,Edward,Patrick,Boland,NA,1911,M,hr,1953-01-03,1955-01-03,DEM,MA,2
00104,830,Edward,Patrick,Boland,NA,1911,M,hr,1955-01-05,1957-01-03,DEM,MA,2
00104,830,Edward,Patrick,Boland,NA,1911,M,hr,1957-01-03,1959-01-03,DEM,MA,2
00104,830,Edward,Patrick,Boland,NA,1911,M,hr,1959-01-07,1961-01-03,DEM,MA,2
00104,830,Edward,Patrick,Boland,NA,1911,M,hr,1961-01-03,1963-01-03,DEM,MA,2
00104,830,Edward,Patrick,Boland,NA,1911,M,hr,1963-01-09,1965-01-03,DEM,MA,2
00104,830,Edward,Patrick,Boland,NA,1911,M,hr,1965-01-04,1967-01-03,DEM,MA,2
00104,830,Edward,Patrick,Boland,NA,1911,M,hr,1967-01-10,1969-01-03,DEM,MA,2
00104,830,Edward,Patrick,Boland,NA,1911,M,hr,1969-01-03,1971-01-03,DEM,MA,2
00104,830,Edward,Patrick,Boland,NA,1911,M,hr,1971-01-21,1973-01-03,DEM,MA,2
00104,830,Edward,Patrick,Boland,NA,1911,M,hr,1973-01-03,1975-01-03,DEM,MA,2
00104,830,Edward,Patrick,Boland,NA,1911,M,hr,1975-01-14,1977-01-03,DEM,MA,2
00104,830,Edward,Patrick,Boland,NA,1911,M,hr,1977-01-04,1979-01-03,DEM,MA,2
00104,830,Edward,Patrick,Boland,NA,1911,M,hr,1979-01-15,1981-01-03,DEM,MA,2
00104,830,Edward,Patrick,Boland,NA,1911,M,hr,1981-01-05,1983-01-03,DEM,MA,2
00104,830,Edward,Patrick,Boland,NA,1911,M,hr,1983-01-03,1985-01-03,DEM,MA,2
00104,830,Edward,Patrick,Boland,NA,1911,M,hr,1985-01-03,1987-01-03,DEM,MA,2
00104,830,Edward,Patrick,Boland,NA,1911,M,hr,1987-01-06,1989-01-03,DEM,MA,2
00106,14607,William,Hill,Boner,NA,1945,M,hr,1979-01-15,1981-01-03,DEM,TN,5
00106,14607,William,Hill,Boner,NA,1945,M,hr,1981-01-05,1983-01-03,DEM,TN,5
00106,14607,William,Hill,Boner,NA,1945,M,hr,1983-01-03,1985-01-03,DEM,TN,5
00106,14607,William,Hill,Boner,NA,1945,M,hr,1985-01-03,1987-01-03,DEM,TN,5
00106,14607,William,Hill,Boner,NA,1945,M,hr,1987-01-06,1989-01-03,DEM,TN,5
00109,14208,Don,Leroy,Bonker,NA,1937,M,hr,1975-01-14,1977-01-03,DEM,WA,3
00109,14208,Don,Leroy,Bonker,NA,1937,M,hr,1977-01-04,1979-01-03,DEM,WA,3
00109,14208,Don,Leroy,Bonker,NA,1937,M,hr,1979-01-15,1981-01-03,DEM,WA,3
00109,14208,Don,Leroy,Bonker,NA,1937,M,hr,1981-01-05,1983-01-03,DEM,WA,3
00109,14208,Don,Leroy,Bonker,NA,1937,M,hr,1983-01-03,1985-01-03,DEM,WA,3
00109,14208,Don,Leroy,Bonker,NA,1937,M,hr,1985-01-03,1987-01-03,DEM,WA,3
00109,14208,Don,Leroy,Bonker,NA,1937,M,hr,1987-01-06,1989-01-03,DEM,WA,3
00114,15087,Eldon,Beau,Boulter,NA,1942,M,hr,1985-01-03,1987-01-03,REP,TX,13
00114,15087,Eldon,Beau,Boulter,NA,1942,M,hr,1987-01-06,1989-01-03,REP,TX,13
00157,15080,Sala,Galante,Burton,NA,1925,F,hr,1983-06-21,1985-01-03,DEM,CA,5
00157,15080,Sala,Galante,Burton,NA,1925,F,hr,1985-01-03,1987-01-03,DEM,CA,5
00157,15080,Sala,Galante,Burton,NA,1925,F,hr,1987-01-06,1987-02-01,DEM,CA,5
00191,12007,William,Venroe,Chappell,Jr.,1922,M,hr,1969-01-03,1971-01-03,DEM,FL,4
00191,12007,William,Venroe,Chappell,Jr.,1922,M,hr,1971-01-21,1973-01-03,DEM,FL,4
00191,12007,William,Venroe,Chappell,Jr.,1922,M,hr,1973-01-03,1975-01-03,DEM,FL,4
00191,12007,William,Venroe,Chappell,Jr.,1922,M,hr,1975-01-14,1977-01-03,DEM,FL,4
00191,12007,William,Venroe,Chappell,Jr.,1922,M,hr,1977-01-04,1979-01-03,DEM,FL,4
00191,12007,William,Venroe,Chappell,Jr.,1922,M,hr,1979-01-15,1981-01-03,DEM,FL,4
00191,12007,William,Venroe,Chappell,Jr.,1922,M,hr,1981-01-05,1983-01-03,DEM,FL,4
00191,12007,William,Venroe,Chappell,Jr.,1922,M,hr,1983-01-03,1985-01-03,DEM,FL,4
00191,12007,William,Venroe,Chappell,Jr.,1922,M,hr,1985-01-03,1987-01-03,DEM,FL,4
00191,12007,William,Venroe,Chappell,Jr.,1922,M,hr,1987-01-06,1989-01-03,DEM,FL,4
01311,12103,Alan,NA,Cranston,NA,1914,M,se,1969-01-03,1975-01-03,DEM,CA,NA
01311,12103,Alan,NA,Cranston,NA,1914,M,se,1975-01-14,1981-01-03,DEM,CA,NA
01311,12103,Alan,NA,Cranston,NA,1914,M,se,1981-01-05,1987-01-03,DEM,CA,NA
01311,12103,Alan,NA,Cranston,NA,1914,M,se,1987-01-06,1993-01-03,DEM,CA,NA
00261,12011,Wilbur,Clarence,Daniel,NA,1914,M,hr,1969-01-03,1971-01-03,DEM,VA,5
00261,12011,Wilbur,Clarence,Daniel,NA,1914,M,hr,1971-01-21,1973-01-03,DEM,VA,5
00261,12011,Wilbur,Clarence,Daniel,NA,1914,M,hr,1973-01-03,1975-01-03,DEM,VA,5
00261,12011,Wilbur,Clarence,Daniel,NA,1914,M,hr,1975-01-14,1977-01-03,DEM,VA,5
00261,12011,Wilbur,Clarence,Daniel,NA,1914,M,hr,1977-01-04,1979-01-03,DEM,VA,5
00261,12011,Wilbur,Clarence,Daniel,NA,1914,M,hr,1979-01-15,1981-01-03,DEM,VA,5
00261,12011,Wilbur,Clarence,Daniel,NA,1914,M,hr,1981-01-05,1983-01-03,DEM,VA,5
00261,12011,Wilbur,Clarence,Daniel,NA,1914,M,hr,1983-01-03,1985-01-03,DEM,VA,5
00261,12011,Wilbur,Clarence,Daniel,NA,1914,M,hr,1985-01-03,1987-01-03,DEM,VA,5
00261,12011,Wilbur,Clarence,Daniel,NA,1914,M,hr,1987-01-06,1989-01-03,DEM,VA,5
00268,14810,Harold,"John, Jr.,",Daub,NA,1941,M,hr,1981-01-05,1983-01-03,REP,NE,2
00268,14810,Harold,"John, Jr.,",Daub,NA,1941,M,hr,1983-01-03,1985-01-03,REP,NE,2
00268,14810,Harold,"John, Jr.,",Daub,NA,1941,M,hr,1985-01-03,1987-01-03,REP,NE,2
00268,14810,Harold,"John, Jr.,",Daub,NA,1941,M,hr,1987-01-06,1989-01-03,REP,NE,2
00270,15409,Jack,NA,Davis,NA,1935,M,hr,1987-01-06,1989-01-03,REP,IL,4
00300,15095,Joseph,J.,DioGuardi,NA,1940,M,hr,1985-01-03,1987-01-03,REP,NY,20
00300,15095,Joseph,J.,DioGuardi,NA,1940,M,hr,1987-01-06,1989-01-03,REP,NY,20
01317,14902,Alan,John,Dixon,NA,1927,M,se,1981-01-05,1987-01-03,DEM,IL,NA
01317,14902,Alan,John,Dixon,NA,1927,M,se,1987-01-06,1993-01-03,DEM,IL,NA
00313,14874,Charles,Wayne,Dowdy,NA,1943,M,hr,1981-01-05,1983-01-03,DEM,MS,4
00313,14874,Charles,Wayne,Dowdy,NA,1943,M,hr,1983-01-03,1985-01-03,DEM,MS,4
00313,14874,Charles,Wayne,Dowdy,NA,1943,M,hr,1985-01-03,1987-01-03,DEM,MS,4
00313,14874,Charles,Wayne,Dowdy,NA,1943,M,hr,1987-01-06,1989-01-03,DEM,MS,4
00321,10719,John,James,Duncan,NA,1919,M,hr,1965-01-04,1967-01-03,REP,TN,2
00321,10719,John,James,Duncan,NA,1919,M,hr,1967-01-10,1969-01-03,REP,TN,2
00321,10719,John,James,Duncan,NA,1919,M,hr,1969-01-03,1971-01-03,REP,TN,2
00321,10719,John,James,Duncan,NA,1919,M,hr,1971-01-21,1973-01-03,REP,TN,2
00321,10719,John,James,Duncan,NA,1919,M,hr,1973-01-03,1975-01-03,REP,TN,2
00321,10719,John,James,Duncan,NA,1919,M,hr,1975-01-14,1977-01-03,REP,TN,2
00321,10719,John,James,Duncan,NA,1919,M,hr,1977-01-04,1979-01-03,REP,TN,2
00321,10719,John,James,Duncan,NA,1919,M,hr,1979-01-15,1981-01-03,REP,TN,2
00321,10719,John,James,Duncan,NA,1919,M,hr,1981-01-05,1983-01-03,REP,TN,2
00321,10719,John,James,Duncan,NA,1919,M,hr,1983-01-03,1985-01-03,REP,TN,2
00321,10719,John,James,Duncan,NA,1919,M,hr,1985-01-03,1987-01-03,REP,TN,2
00321,10719,John,James,Duncan,NA,1919,M,hr,1987-01-06,1988-06-21,REP,TN,2
00405,14467,Wyche,NA,Fowler,Jr.,1940,M,hr,1977-01-04,1979-01-03,DEM,GA,5
00405,14467,Wyche,NA,Fowler,Jr.,1940,M,hr,1979-01-15,1981-01-03,DEM,GA,5
00405,14467,Wyche,NA,Fowler,Jr.,1940,M,hr,1981-01-05,1983-01-03,DEM,GA,5
00405,14467,Wyche,NA,Fowler,Jr.,1940,M,hr,1983-01-03,1985-01-03,DEM,GA,5
00405,14467,Wyche,NA,Fowler,Jr.,1940,M,hr,1985-01-03,1987-01-03,DEM,GA,5
00405,14467,Wyche,NA,Fowler,Jr.,1940,M,se,1987-01-06,1993-01-03,DEM,GA,NA
01338,14303,Edwin,Jacob,Garn,NA,1932,M,se,1974-12-21,1975-01-03,REP,UT,NA
01338,14303,Edwin,Jacob,Garn,NA,1932,M,se,1975-01-14,1981-01-03,REP,UT,NA
01338,14303,Edwin,Jacob,Garn,NA,1932,M,se,1981-01-05,1987-01-03,REP,UT,NA
01338,14303,Edwin,Jacob,Garn,NA,1932,M,se,1987-01-06,1993-01-03,REP,UT,NA
00459,15101,Kenneth,James,Gray,NA,1924,M,hr,1955-01-05,1957-01-03,DEM,IL,25
00459,15101,Kenneth,James,Gray,NA,1924,M,hr,1957-01-03,1959-01-03,DEM,IL,25
00459,15101,Kenneth,James,Gray,NA,1924,M,hr,1959-01-07,1961-01-03,DEM,IL,25
00459,15101,Kenneth,James,Gray,NA,1924,M,hr,1961-01-03,1963-01-03,DEM,IL,25
00459,15101,Kenneth,James,Gray,NA,1924,M,hr,1963-01-09,1965-01-03,DEM,IL,21
00459,15101,Kenneth,James,Gray,NA,1924,M,hr,1965-01-04,1967-01-03,DEM,IL,21
00459,15101,Kenneth,James,Gray,NA,1924,M,hr,1967-01-10,1969-01-03,DEM,IL,21
00459,15101,Kenneth,James,Gray,NA,1924,M,hr,1969-01-03,1971-01-03,DEM,IL,21
00459,15101,Kenneth,James,Gray,NA,1924,M,hr,1971-01-21,1973-01-03,DEM,IL,21
00459,15101,Kenneth,James,Gray,NA,1924,M,hr,1973-01-03,1975-01-03,DEM,IL,24
00459,15101,Kenneth,James,Gray,NA,1924,M,hr,1985-01-03,1987-01-03,DEM,IL,22
00459,15101,Kenneth,James,Gray,NA,1924,M,hr,1987-01-06,1989-01-03,DEM,IL,22
00564,10739,James,John,Howard,NA,1927,M,hr,1965-01-04,1967-01-03,DEM,NJ,3
00564,10739,James,John,Howard,NA,1927,M,hr,1967-01-10,1969-01-03,DEM,NJ,3
00564,10739,James,John,Howard,NA,1927,M,hr,1969-01-03,1971-01-03,DEM,NJ,3
00564,10739,James,John,Howard,NA,1927,M,hr,1971-01-21,1973-01-03,DEM,NJ,3
00564,10739,James,John,Howard,NA,1927,M,hr,1973-01-03,1975-01-03,DEM,NJ,3
00564,10739,James,John,Howard,NA,1927,M,hr,1975-01-14,1977-01-03,DEM,NJ,3
00564,10739,James,John,Howard,NA,1927,M,hr,1977-01-04,1979-01-03,DEM,NJ,3
00564,10739,James,John,Howard,NA,1927,M,hr,1979-01-15,1981-01-03,DEM,NJ,3
00564,10739,James,John,Howard,NA,1927,M,hr,1981-01-05,1983-01-03,DEM,NJ,3
00564,10739,James,John,Howard,NA,1927,M,hr,1983-01-03,1985-01-03,DEM,NJ,3
00564,10739,James,John,Howard,NA,1927,M,hr,1985-01-03,1987-01-03,DEM,NJ,3
00564,10739,James,John,Howard,NA,1927,M,hr,1987-01-06,1989-01-03,DEM,NJ,3
00608,12038,Ed,NA,Jones,NA,1912,M,hr,1969-01-03,1971-01-03,DEM,TN,8
00608,12038,Ed,NA,Jones,NA,1912,M,hr,1971-01-21,1973-01-03,DEM,TN,8
00608,12038,Ed,NA,Jones,NA,1912,M,hr,1973-01-03,1975-01-03,DEM,TN,7
00608,12038,Ed,NA,Jones,NA,1912,M,hr,1975-01-14,1977-01-03,DEM,TN,7
00608,12038,Ed,NA,Jones,NA,1912,M,hr,1977-01-04,1979-01-03,DEM,TN,7
00608,12038,Ed,NA,Jones,NA,1912,M,hr,1979-01-15,1981-01-03,DEM,TN,7
00608,12038,Ed,NA,Jones,NA,1912,M,hr,1981-01-05,1983-01-03,DEM,TN,7
00608,12038,Ed,NA,Jones,NA,1912,M,hr,1983-01-03,1985-01-03,DEM,TN,8
00608,12038,Ed,NA,Jones,NA,1912,M,hr,1985-01-03,1987-01-03,DEM,TN,8
00608,12038,Ed,NA,Jones,NA,1912,M,hr,1987-01-06,1989-01-03,DEM,TN,8
01374,15505,David,Kemp,Karnes,NA,1948,M,se,1987-01-06,1989-01-03,REP,NE,NA
00619,14242,Robert,Walter,Kasten,Jr.,1942,M,hr,1975-01-14,1977-01-03,REP,WI,9
00619,14242,Robert,Walter,Kasten,Jr.,1942,M,hr,1977-01-04,1979-01-03,REP,WI,9
00619,14242,Robert,Walter,Kasten,Jr.,1942,M,se,1981-01-05,1987-01-03,REP,WI,NA
00619,14242,Robert,Walter,Kasten,Jr.,1942,M,se,1987-01-06,1993-01-03,REP,WI,NA
00625,13020,Jack,French,Kemp,NA,1935,M,hr,1971-01-21,1973-01-03,REP,NY,39
00625,13020,Jack,French,Kemp,NA,1935,M,hr,1973-01-03,1975-01-03,REP,NY,38
00625,13020,Jack,French,Kemp,NA,1935,M,hr,1975-01-14,1977-01-03,REP,NY,38
00625,13020,Jack,French,Kemp,NA,1935,M,hr,1977-01-04,1979-01-03,REP,NY,38
00625,13020,Jack,French,Kemp,NA,1935,M,hr,1979-01-15,1981-01-03,REP,NY,38
00625,13020,Jack,French,Kemp,NA,1935,M,hr,1981-01-05,1983-01-03,REP,NY,38
00625,13020,Jack,French,Kemp,NA,1935,M,hr,1983-01-03,1985-01-03,REP,NY,31
00625,13020,Jack,French,Kemp,NA,1935,M,hr,1985-01-03,1987-01-03,REP,NY,31
00625,13020,Jack,French,Kemp,NA,1935,M,hr,1987-01-06,1989-01-03,REP,NY,31
00647,15428,Ernest,Leslie,Konnyu,NA,1937,M,hr,1987-01-06,1989-01-03,REP,CA,12
00668,5495,Delbert,Leroy,Latta,NA,1920,M,hr,1959-01-07,1961-01-03,REP,OH,5
00668,5495,Delbert,Leroy,Latta,NA,1920,M,hr,1961-01-03,1963-01-03,REP,OH,5
00668,5495,Delbert,Leroy,Latta,NA,1920,M,hr,1963-01-09,1965-01-03,REP,OH,5
00668,5495,Delbert,Leroy,Latta,NA,1920,M,hr,1965-01-04,1967-01-03,REP,OH,5
00668,5495,Delbert,Leroy,Latta,NA,1920,M,hr,1967-01-10,1969-01-03,REP,OH,5
00668,5495,Delbert,Leroy,Latta,NA,1920,M,hr,1969-01-03,1971-01-03,REP,OH,5
00668,5495,Delbert,Leroy,Latta,NA,1920,M,hr,1971-01-21,1973-01-03,REP,OH,5
00668,5495,Delbert,Leroy,Latta,NA,1920,M,hr,1973-01-03,1975-01-03,REP,OH,5
00668,5495,Delbert,Leroy,Latta,NA,1920,M,hr,1975-01-14,1977-01-03,REP,OH,5
00668,5495,Delbert,Leroy,Latta,NA,1920,M,hr,1977-01-04,1979-01-03,REP,OH,5
00668,5495,Delbert,Leroy,Latta,NA,1920,M,hr,1979-01-15,1981-01-03,REP,OH,5
00668,5495,Delbert,Leroy,Latta,NA,1920,M,hr,1981-01-05,1983-01-03,REP,OH,5
00668,5495,Delbert,Leroy,Latta,NA,1920,M,hr,1983-01-03,1985-01-03,REP,OH,5
00668,5495,Delbert,Leroy,Latta,NA,1920,M,hr,1985-01-03,1987-01-03,REP,OH,5
00668,5495,Delbert,Leroy,Latta,NA,1920,M,hr,1987-01-06,1989-01-03,REP,OH,5
00710,14646,Michael,Edward,Lowry,NA,1939,M,hr,1979-01-15,1981-01-03,DEM,WA,7
00710,14646,Michael,Edward,Lowry,NA,1939,M,hr,1981-01-05,1983-01-03,DEM,WA,7
