thomas,icpsr,first,middle,last,suffix,born,sex,mandate,start,end,party,state,district
00970,13036,James,Kenneth,Robinson,NA,1916,M,hr,1983-01-03,1985-01-03,REP,VA,7
00987,10551,Benjamin,Stanley,Rosenthal,NA,1923,M,hr,1961-01-03,1963-01-03,DEM,NY,6
00987,10551,Benjamin,Stanley,Rosenthal,NA,1923,M,hr,1963-01-09,1965-01-03,DEM,NY,8
00987,10551,Benjamin,Stanley,Rosenthal,NA,1923,M,hr,1965-01-04,1967-01-03,DEM,NY,8
00987,10551,Benjamin,Stanley,Rosenthal,NA,1923,M,hr,1967-01-10,1969-01-03,DEM,NY,8
00987,10551,Benjamin,Stanley,Rosenthal,NA,1923,M,hr,1969-01-03,1971-01-03,DEM,NY,8
00987,10551,Benjamin,Stanley,Rosenthal,NA,1923,M,hr,1971-01-21,1973-01-03,DEM,NY,8
00987,10551,Benjamin,Stanley,Rosenthal,NA,1923,M,hr,1973-01-03,1975-01-03,DEM,NY,8
00987,10551,Benjamin,Stanley,Rosenthal,NA,1923,M,hr,1975-01-14,1977-01-03,DEM,NY,8
00987,10551,Benjamin,Stanley,Rosenthal,NA,1923,M,hr,1977-01-04,1979-01-03,DEM,NY,8
00987,10551,Benjamin,Stanley,Rosenthal,NA,1923,M,hr,1979-01-15,1981-01-03,DEM,NY,8
00987,10551,Benjamin,Stanley,Rosenthal,NA,1923,M,hr,1981-01-05,1983-01-03,DEM,NY,8
00987,10551,Benjamin,Stanley,Rosenthal,NA,1923,M,hr,1983-01-03,1985-01-03,DEM,NY,7
01021,14450,Harold,Samuel,Sawyer,NA,1920,M,hr,1977-01-04,1979-01-03,REP,MI,5
01021,14450,Harold,Samuel,Sawyer,NA,1920,M,hr,1979-01-15,1981-01-03,REP,MI,5
01021,14450,Harold,Samuel,Sawyer,NA,1920,M,hr,1981-01-05,1983-01-03,REP,MI,5
01021,14450,Harold,Samuel,Sawyer,NA,1920,M,hr,1983-01-03,1985-01-03,REP,MI,5
01045,14658,James,Michael,Shannon,NA,1952,M,hr,1979-01-15,1981-01-03,DEM,MA,5
01045,14658,James,Michael,Shannon,NA,1952,M,hr,1981-01-05,1983-01-03,DEM,MA,5
01045,14658,James,Michael,Shannon,NA,1952,M,hr,1983-01-03,1985-01-03,DEM,MA,5
01438,10562,Robert,Theodore,Stafford,NA,1913,M,hr,1961-01-03,1963-01-03,REP,VT,0
01438,10562,Robert,Theodore,Stafford,NA,1913,M,hr,1963-01-09,1965-01-03,REP,VT,0
01438,10562,Robert,Theodore,Stafford,NA,1913,M,hr,1965-01-04,1967-01-03,REP,VT,0
01438,10562,Robert,Theodore,Stafford,NA,1913,M,hr,1967-01-10,1969-01-03,REP,VT,0
01438,10562,Robert,Theodore,Stafford,NA,1913,M,hr,1969-01-03,1971-01-03,REP,VT,0
01438,10562,Robert,Theodore,Stafford,NA,1913,M,hr,1971-01-21,1973-01-03,REP,VT,0
01438,10562,Robert,Theodore,Stafford,NA,1913,M,se,1971-01-21,1977-01-03,REP,VT,NA
01438,10562,Robert,Theodore,Stafford,NA,1913,M,se,1977-01-04,1983-01-03,REP,VT,NA
01438,10562,Robert,Theodore,Stafford,NA,1913,M,se,1983-01-03,1989-01-03,REP,VT,NA
01439,8883,John,Cornelius,Stennis,NA,1901,M,se,1947-01-03,1953-01-03,DEM,MS,NA
01439,8883,John,Cornelius,Stennis,NA,1901,M,se,1953-01-03,1959-01-03,DEM,MS,NA
01439,8883,John,Cornelius,Stennis,NA,1901,M,se,1959-01-07,1965-01-03,DEM,MS,NA
01439,8883,John,Cornelius,Stennis,NA,1901,M,se,1965-01-04,1971-01-03,DEM,MS,NA
01439,8883,John,Cornelius,Stennis,NA,1901,M,se,1971-01-21,1977-01-03,DEM,MS,NA
01439,8883,John,Cornelius,Stennis,NA,1901,M,se,1977-01-04,1983-01-03,DEM,MS,NA
01439,8883,John,Cornelius,Stennis,NA,1901,M,se,1983-01-03,1989-01-03,DEM,MS,NA
01169,14456,Paul,Seward,Trible,Jr.,1946,M,hr,1977-01-04,1979-01-03,REP,VA,1
01169,14456,Paul,Seward,Trible,Jr.,1946,M,hr,1979-01-15,1981-01-03,REP,VA,1
01169,14456,Paul,Seward,Trible,Jr.,1946,M,hr,1981-01-05,1983-01-03,REP,VA,1
01169,14456,Paul,Seward,Trible,Jr.,1946,M,se,1983-01-03,1989-01-03,REP,VA,NA
01182,15074,Tommy,Joe,Vandergriff,NA,1926,M,hr,1983-01-03,1985-01-03,DEM,TX,26
01204,14866,Harold,NA,Washington,NA,1922,M,hr,1981-01-05,1983-01-03,DEM,IL,1
01204,14866,Harold,NA,Washington,NA,1922,M,hr,1983-01-03,1985-01-03,DEM,IL,1
01453,12032,Lowell,Palmer,Weicker,Jr.,1931,M,hr,1969-01-03,1971-01-03,REP,CT,4
01453,12032,Lowell,Palmer,Weicker,Jr.,1931,M,se,1971-01-21,1977-01-03,REP,CT,NA
01453,12032,Lowell,Palmer,Weicker,Jr.,1931,M,se,1977-01-04,1983-01-03,REP,CT,NA
01453,12032,Lowell,Palmer,Weicker,Jr.,1931,M,se,1983-01-03,1989-01-03,REP,CT,NA
01230,14671,Lyle,NA,Williams,NA,1942,M,hr,1979-01-15,1981-01-03,REP,OH,19
01230,14671,Lyle,NA,Williams,NA,1942,M,hr,1981-01-05,1983-01-03,REP,OH,19
01230,14671,Lyle,NA,Williams,NA,1942,M,hr,1983-01-03,1985-01-03,REP,OH,17
01235,11057,Edward,Lawrence,Winn,Jr.,1919,M,hr,1967-01-10,1969-01-03,REP,KS,3
01235,11057,Edward,Lawrence,Winn,Jr.,1919,M,hr,1969-01-03,1971-01-03,REP,KS,3
01235,11057,Edward,Lawrence,Winn,Jr.,1919,M,hr,1971-01-21,1973-01-03,REP,KS,3
01235,11057,Edward,Lawrence,Winn,Jr.,1919,M,hr,1973-01-03,1975-01-03,REP,KS,3
01235,11057,Edward,Lawrence,Winn,Jr.,1919,M,hr,1975-01-14,1977-01-03,REP,KS,3
01235,11057,Edward,Lawrence,Winn,Jr.,1919,M,hr,1977-01-04,1979-01-03,REP,KS,3
01235,11057,Edward,Lawrence,Winn,Jr.,1919,M,hr,1979-01-15,1981-01-03,REP,KS,3
01235,11057,Edward,Lawrence,Winn,Jr.,1919,M,hr,1981-01-05,1983-01-03,REP,KS,3
01235,11057,Edward,Lawrence,Winn,Jr.,1919,M,hr,1983-01-03,1985-01-03,REP,KS,3
01241,NA,Antonio,Borja,Won Pat,NA,1908,M,hr,1973-01-03,1975-01-03,DEM,GU,0
01241,NA,Antonio,Borja,Won Pat,NA,1908,M,hr,1975-01-14,1977-01-03,DEM,GU,0
01241,NA,Antonio,Borja,Won Pat,NA,1908,M,hr,1977-01-04,1979-01-03,DEM,GU,0
01241,NA,Antonio,Borja,Won Pat,NA,1908,M,hr,1979-01-15,1981-01-03,DEM,GU,0
01241,NA,Antonio,Borja,Won Pat,NA,1908,M,hr,1981-01-05,1983-01-03,DEM,GU,0
01241,NA,Antonio,Borja,Won Pat,NA,1908,M,hr,1983-01-03,1985-01-03,DEM,GU,0
01261,10463,Clement,John,Zablocki,NA,1912,M,hr,1949-01-03,1951-01-03,DEM,WI,4
01261,10463,Clement,John,Zablocki,NA,1912,M,hr,1951-01-03,1953-01-03,DEM,WI,4
01261,10463,Clement,John,Zablocki,NA,1912,M,hr,1953-01-03,1955-01-03,DEM,WI,4
01261,10463,Clement,John,Zablocki,NA,1912,M,hr,1955-01-05,1957-01-03,DEM,WI,4
01261,10463,Clement,John,Zablocki,NA,1912,M,hr,1957-01-03,1959-01-03,DEM,WI,4
01261,10463,Clement,John,Zablocki,NA,1912,M,hr,1959-01-07,1961-01-03,DEM,WI,4
01261,10463,Clement,John,Zablocki,NA,1912,M,hr,1961-01-03,1963-01-03,DEM,WI,4
01261,10463,Clement,John,Zablocki,NA,1912,M,hr,1963-01-09,1965-01-03,DEM,WI,4
01261,10463,Clement,John,Zablocki,NA,1912,M,hr,1965-01-04,1967-01-03,DEM,WI,4
01261,10463,Clement,John,Zablocki,NA,1912,M,hr,1967-01-10,1969-01-03,DEM,WI,4
01261,10463,Clement,John,Zablocki,NA,1912,M,hr,1969-01-03,1971-01-03,DEM,WI,4
01261,10463,Clement,John,Zablocki,NA,1912,M,hr,1971-01-21,1973-01-03,DEM,WI,4
01261,10463,Clement,John,Zablocki,NA,1912,M,hr,1973-01-03,1975-01-03,DEM,WI,4
01261,10463,Clement,John,Zablocki,NA,1912,M,hr,1975-01-14,1977-01-03,DEM,WI,4
01261,10463,Clement,John,Zablocki,NA,1912,M,hr,1977-01-04,1979-01-03,DEM,WI,4
01261,10463,Clement,John,Zablocki,NA,1912,M,hr,1979-01-15,1981-01-03,DEM,WI,4
01261,10463,Clement,John,Zablocki,NA,1912,M,hr,1981-01-05,1983-01-03,DEM,WI,4
01261,10463,Clement,John,Zablocki,NA,1912,M,hr,1983-01-03,1983-12-03,DEM,WI,4
01459,14512,Edward,NA,Zorinsky,NA,1928,M,se,1976-12-28,1977-01-03,DEM,NE,NA
01459,14512,Edward,NA,Zorinsky,NA,1928,M,se,1977-01-04,1983-01-03,DEM,NE,NA
01459,14512,Edward,NA,Zorinsky,NA,1928,M,se,1983-01-03,1987-12-31,DEM,NE,NA
00006,10500,Joseph,Patrick,Addabbo,NA,1925,M,hr,1961-01-03,1963-01-03,DEM,NY,5
00006,10500,Joseph,Patrick,Addabbo,NA,1925,M,hr,1963-01-09,1965-01-03,DEM,NY,7
00006,10500,Joseph,Patrick,Addabbo,NA,1925,M,hr,1965-01-04,1967-01-03,DEM,NY,7
00006,10500,Joseph,Patrick,Addabbo,NA,1925,M,hr,1967-01-10,1969-01-03,DEM,NY,7
00006,10500,Joseph,Patrick,Addabbo,NA,1925,M,hr,1969-01-03,1971-01-03,DEM,NY,7
00006,10500,Joseph,Patrick,Addabbo,NA,1925,M,hr,1971-01-21,1973-01-03,DEM,NY,7
00006,10500,Joseph,Patrick,Addabbo,NA,1925,M,hr,1973-01-03,1975-01-03,DEM,NY,7
00006,10500,Joseph,Patrick,Addabbo,NA,1925,M,hr,1975-01-14,1977-01-03,DEM,NY,7
00006,10500,Joseph,Patrick,Addabbo,NA,1925,M,hr,1977-01-04,1979-01-03,DEM,NY,7
00006,10500,Joseph,Patrick,Addabbo,NA,1925,M,hr,1979-01-15,1981-01-03,DEM,NY,7
00006,10500,Joseph,Patrick,Addabbo,NA,1925,M,hr,1981-01-05,1983-01-03,DEM,NY,7
00006,10500,Joseph,Patrick,Addabbo,NA,1925,M,hr,1983-01-03,1985-01-03,DEM,NY,6
00006,10500,Joseph,Patrick,Addabbo,NA,1925,M,hr,1985-01-03,1987-01-03,DEM,NY,6
00029,14002,William,Lester,Armstrong,NA,1937,M,hr,1973-01-03,1975-01-03,REP,CO,5
00029,14002,William,Lester,Armstrong,NA,1937,M,hr,1975-01-14,1977-01-03,REP,CO,5
00029,14002,William,Lester,Armstrong,NA,1937,M,hr,1977-01-04,1979-01-03,REP,CO,5
00029,14002,William,Lester,Armstrong,NA,1937,M,se,1979-01-15,1985-01-03,REP,CO,NA
00029,14002,William,Lester,Armstrong,NA,1937,M,se,1985-01-03,1991-01-03,REP,CO,NA
00055,14604,Michael,Darr,Barnes,NA,1943,M,hr,1979-01-15,1981-01-03,DEM,MD,8
00055,14604,Michael,Darr,Barnes,NA,1943,M,hr,1981-01-05,1983-01-03,DEM,MD,8
00055,14604,Michael,Darr,Barnes,NA,1943,M,hr,1983-01-03,1985-01-03,DEM,MD,8
00055,14604,Michael,Darr,Barnes,NA,1943,M,hr,1985-01-03,1987-01-03,DEM,MD,8
00071,14205,Berkley,Warren,Bedell,NA,1921,M,hr,1975-01-14,1977-01-03,DEM,IA,6
00071,14205,Berkley,Warren,Bedell,NA,1921,M,hr,1977-01-04,1979-01-03,DEM,IA,6
00071,14205,Berkley,Warren,Bedell,NA,1921,M,hr,1979-01-15,1981-01-03,DEM,IA,6
00071,14205,Berkley,Warren,Bedell,NA,1921,M,hr,1981-01-05,1983-01-03,DEM,IA,6
00071,14205,Berkley,Warren,Bedell,NA,1921,M,hr,1983-01-03,1985-01-03,DEM,IA,6
00071,14205,Berkley,Warren,Bedell,NA,1921,M,hr,1985-01-03,1987-01-03,DEM,IA,6
01288,14701,Rudolph,Eli,Boschwitz,NA,1930,M,se,1978-12-30,1979-01-03,REP,MN,NA
01288,14701,Rudolph,Eli,Boschwitz,NA,1930,M,se,1979-01-15,1985-01-03,REP,MN,NA
01288,14701,Rudolph,Eli,Boschwitz,NA,1930,M,se,1985-01-03,1991-01-03,REP,MN,NA
00169,14609,Carroll,Ashmore,Campbell,Jr.,1940,M,hr,1979-01-15,1981-01-03,REP,SC,4
00169,14609,Carroll,Ashmore,Campbell,Jr.,1940,M,hr,1981-01-05,1983-01-03,REP,SC,4
00169,14609,Carroll,Ashmore,Campbell,Jr.,1940,M,hr,1983-01-03,1985-01-03,REP,SC,4
00169,14609,Carroll,Ashmore,Campbell,Jr.,1940,M,hr,1985-01-03,1987-01-03,REP,SC,4
00178,14610,William,NA,Carney,NA,1942,M,hr,1979-01-15,1981-01-03,REP,NY,1
00178,14610,William,NA,Carney,NA,1942,M,hr,1981-01-05,1983-01-03,REP,NY,1
00178,14610,William,NA,Carney,NA,1942,M,hr,1983-01-03,1985-01-03,REP,NY,1
00178,14610,William,NA,Carney,NA,1942,M,hr,1985-01-03,1987-01-03,REP,NY,1
00192,14805,Eugene,A.,Chappie,NA,1920,M,hr,1981-01-05,1983-01-03,REP,CA,1
00192,14805,Eugene,A.,Chappie,NA,1920,M,hr,1983-01-03,1985-01-03,REP,CA,2
00192,14805,Eugene,A.,Chappie,NA,1920,M,hr,1985-01-03,1987-01-03,REP,CA,2
00210,15091,William,Wilfred,Cobey,Jr.,1939,M,hr,1985-01-03,1987-01-03,REP,NC,4
00332,15097,Fred,J.,Eckert,NA,1941,M,hr,1985-01-03,1987-01-03,REP,NY,30
00334,14217,Robert,William,Edgar,NA,1943,M,hr,1975-01-14,1977-01-03,DEM,PA,7
00334,14217,Robert,William,Edgar,NA,1943,M,hr,1977-01-04,1979-01-03,DEM,PA,7
00334,14217,Robert,William,Edgar,NA,1943,M,hr,1979-01-15,1981-01-03,DEM,PA,7
00334,14217,Robert,William,Edgar,NA,1943,M,hr,1981-01-05,1983-01-03,DEM,PA,7
00334,14217,Robert,William,Edgar,NA,1943,M,hr,1983-01-03,1985-01-03,DEM,PA,7
00334,14217,Robert,William,Edgar,NA,1943,M,hr,1985-01-03,1987-01-03,DEM,PA,7
00358,14820,Thomas,Cooper,Evans,NA,1924,M,hr,1981-01-05,1983-01-03,REP,IA,3
00358,14820,Thomas,Cooper,Evans,NA,1924,M,hr,1983-01-03,1985-01-03,REP,IA,3
00358,14820,Thomas,Cooper,Evans,NA,1924,M,hr,1985-01-03,1987-01-03,REP,IA,3
00378,14821,Bobbi,NA,Fiedler,NA,1937,F,hr,1981-01-05,1983-01-03,REP,CA,21
00378,14821,Bobbi,NA,Fiedler,NA,1937,F,hr,1983-01-03,1985-01-03,REP,CA,21
00378,14821,Bobbi,NA,Fiedler,NA,1937,F,hr,1985-01-03,1987-01-03,REP,CA,21
00408,15025,William,Webster,Franklin,NA,1941,M,hr,1983-01-03,1985-01-03,REP,MS,2
00408,15025,William,Webster,Franklin,NA,1941,M,hr,1985-01-03,1987-01-03,REP,MS,2
00422,10587,Don,NA,Fuqua,NA,1933,M,hr,1963-01-09,1965-01-03,DEM,FL,9
00422,10587,Don,NA,Fuqua,NA,1933,M,hr,1965-01-04,1967-01-03,DEM,FL,9
00422,10587,Don,NA,Fuqua,NA,1933,M,hr,1967-01-10,1969-01-03,DEM,FL,2
00422,10587,Don,NA,Fuqua,NA,1933,M,hr,1969-01-03,1971-01-03,DEM,FL,2
00422,10587,Don,NA,Fuqua,NA,1933,M,hr,1971-01-21,1973-01-03,DEM,FL,2
00422,10587,Don,NA,Fuqua,NA,1933,M,hr,1973-01-03,1975-01-03,DEM,FL,2
00422,10587,Don,NA,Fuqua,NA,1933,M,hr,1975-01-14,1977-01-03,DEM,FL,2
00422,10587,Don,NA,Fuqua,NA,1933,M,hr,1977-01-04,1979-01-03,DEM,FL,2
00422,10587,Don,NA,Fuqua,NA,1933,M,hr,1979-01-15,1981-01-03,DEM,FL,2
00422,10587,Don,NA,Fuqua,NA,1933,M,hr,1981-01-05,1983-01-03,DEM,FL,2
00422,10587,Don,NA,Fuqua,NA,1933,M,hr,1983-01-03,1985-01-03,DEM,FL,2
00422,10587,Don,NA,Fuqua,NA,1933,M,hr,1985-01-03,1987-01-03,DEM,FL,2
00470,15102,John,NA,Grotberg,NA,1925,M,hr,1985-01-03,1987-01-03,REP,IL,14
00485,14291,Sam,Blakeley,Hall,Jr.,1924,M,hr,1975-01-14,1977-01-03,DEM,TX,1
00485,14291,Sam,Blakeley,Hall,Jr.,1924,M,hr,1977-01-04,1979-01-03,DEM,TX,1
00485,14291,Sam,Blakeley,Hall,Jr.,1924,M,hr,1979-01-15,1981-01-03,DEM,TX,1
00485,14291,Sam,Blakeley,Hall,Jr.,1924,M,hr,1981-01-05,1983-01-03,DEM,TX,1
00485,14291,Sam,Blakeley,Hall,Jr.,1924,M,hr,1983-01-03,1985-01-03,DEM,TX,1
00485,14291,Sam,Blakeley,Hall,Jr.,1924,M,hr,1985-01-03,1987-01-03,DEM,TX,1
00508,14830,Thomas,Forbes,Hartnett,NA,1941,M,hr,1981-01-05,1983-01-03,REP,SC,1
00508,14830,Thomas,Forbes,Hartnett,NA,1941,M,hr,1983-01-03,1985-01-03,REP,SC,1
00508,14830,Thomas,Forbes,Hartnett,NA,1941,M,hr,1985-01-03,1987-01-03,REP,SC,1
00526,14425,Cecil,Landau,Heftel,NA,1924,M,hr,1977-01-04,1979-01-03,DEM,HI,1
00526,14425,Cecil,Landau,Heftel,NA,1924,M,hr,1979-01-15,1981-01-03,DEM,HI,1
00526,14425,Cecil,Landau,Heftel,NA,1924,M,hr,1981-01-05,1983-01-03,DEM,HI,1
00526,14425,Cecil,Landau,Heftel,NA,1924,M,hr,1983-01-03,1985-01-03,DEM,HI,1
00526,14425,Cecil,Landau,Heftel,NA,1924,M,hr,1985-01-03,1987-01-03,DEM,HI,1
00531,14832,William,Martin,Hendon,NA,1944,M,hr,1981-01-05,1983-01-03,REP,NC,11
00531,14832,William,Martin,Hendon,NA,1944,M,hr,1985-01-03,1987-01-03,REP,NC,11
00540,13018,Elwood,Haynes,Hillis,NA,1926,M,hr,1971-01-21,1973-01-03,REP,IN,5
00540,13018,Elwood,Haynes,Hillis,NA,1926,M,hr,1973-01-03,1975-01-03,REP,IN,5
00540,13018,Elwood,Haynes,Hillis,NA,1926,M,hr,1975-01-14,1977-01-03,REP,IN,5
00540,13018,Elwood,Haynes,Hillis,NA,1926,M,hr,1977-01-04,1979-01-03,REP,IN,5
00540,13018,Elwood,Haynes,Hillis,NA,1926,M,hr,1979-01-15,1981-01-03,REP,IN,5
00540,13018,Elwood,Haynes,Hillis,NA,1926,M,hr,1981-01-05,1983-01-03,REP,IN,5
00540,13018,Elwood,Haynes,Hillis,NA,1926,M,hr,1983-01-03,1985-01-03,REP,IN,5
00540,13018,Elwood,Haynes,Hillis,NA,1926,M,hr,1985-01-03,1987-01-03,REP,IN,5
00555,14021,Marjorie,Sewell,Holt,NA,1920,F,hr,1973-01-03,1975-01-03,REP,MD,4
00555,14021,Marjorie,Sewell,Holt,NA,1920,F,hr,1975-01-14,1977-01-03,REP,MD,4
00555,14021,Marjorie,Sewell,Holt,NA,1920,F,hr,1977-01-04,1979-01-03,REP,MD,4
00555,14021,Marjorie,Sewell,Holt,NA,1920,F,hr,1979-01-15,1981-01-03,REP,MD,4
00555,14021,Marjorie,Sewell,Holt,NA,1920,F,hr,1981-01-05,1983-01-03,REP,MD,4
00555,14021,Marjorie,Sewell,Holt,NA,1920,F,hr,1983-01-03,1985-01-03,REP,MD,4
00555,14021,Marjorie,Sewell,Holt,NA,1920,F,hr,1985-01-03,1987-01-03,REP,MD,4
01365,14706,Gordon,John,Humphrey,NA,1940,M,se,1979-01-15,1985-01-03,REP,NH,NA
01365,14706,Gordon,John,Humphrey,NA,1940,M,se,1985-01-03,1990-12-04,REP,NH,NA
00609,14026,James,Robert,Jones,NA,1939,M,hr,1973-01-03,1975-01-03,DEM,OK,1
00609,14026,James,Robert,Jones,NA,1939,M,hr,1975-01-14,1977-01-03,DEM,OK,1
00609,14026,James,Robert,Jones,NA,1939,M,hr,1977-01-04,1979-01-03,DEM,OK,1
00609,14026,James,Robert,Jones,NA,1939,M,hr,1979-01-15,1981-01-03,DEM,OK,1
00609,14026,James,Robert,Jones,NA,1939,M,hr,1981-01-05,1983-01-03,DEM,OK,1
00609,14026,James,Robert,Jones,NA,1939,M,hr,1983-01-03,1985-01-03,DEM,OK,1
00609,14026,James,Robert,Jones,NA,1939,M,hr,1985-01-03,1987-01-03,DEM,OK,1
00633,14245,Thomas,Norman,Kindness,NA,1929,M,hr,1975-01-14,1977-01-03,REP,OH,8
00633,14245,Thomas,Norman,Kindness,NA,1929,M,hr,1977-01-04,1979-01-03,REP,OH,8
00633,14245,Thomas,Norman,Kindness,NA,1929,M,hr,1979-01-15,1981-01-03,REP,OH,8
00633,14245,Thomas,Norman,Kindness,NA,1929,M,hr,1981-01-05,1983-01-03,REP,OH,8
00633,14245,Thomas,Norman,Kindness,NA,1929,M,hr,1983-01-03,1985-01-03,REP,OH,8
00633,14245,Thomas,Norman,Kindness,NA,1929,M,hr,1985-01-03,1987-01-03,REP,OH,8
00650,14639,Kenneth,Bentley,Kramer,NA,1942,M,hr,1979-01-15,1981-01-03,REP,CO,5
00650,14639,Kenneth,Bentley,Kramer,NA,1942,M,hr,1981-01-05,1983-01-03,REP,CO,5
00650,14639,Kenneth,Bentley,Kramer,NA,1942,M,hr,1983-01-03,1985-01-03,REP,CO,5
00650,14639,Kenneth,Bentley,Kramer,NA,1942,M,hr,1985-01-03,1987-01-03,REP,CO,5
00700,14645,Thomas,Gilbert,Loeffler,NA,1946,M,hr,1979-01-15,1981-01-03,REP,TX,21
00700,14645,Thomas,Gilbert,Loeffler,NA,1946,M,hr,1981-01-05,1983-01-03,REP,TX,21
00700,14645,Thomas,Gilbert,Loeffler,NA,1946,M,hr,1983-01-03,1985-01-03,REP,TX,21
00700,14645,Thomas,Gilbert,Loeffler,NA,1946,M,hr,1985-01-03,1987-01-03,REP,TX,21
00702,15128,Catherine,Small,Long,NA,1924,F,hr,1985-01-03,1987-01-03,DEM,LA,8
00704,10602,Gillis,William,Long,NA,1923,M,hr,1963-01-09,1965-01-03,DEM,LA,8
00704,10602,Gillis,William,Long,NA,1923,M,hr,1973-01-03,1975-01-03,DEM,LA,8
00704,10602,Gillis,William,Long,NA,1923,M,hr,1975-01-14,1977-01-03,DEM,LA,8
00704,10602,Gillis,William,Long,NA,1923,M,hr,1977-01-04,1979-01-03,DEM,LA,8
00704,10602,Gillis,William,Long,NA,1923,M,hr,1979-01-15,1981-01-03,DEM,LA,8
00704,10602,Gillis,William,Long,NA,1923,M,hr,1981-01-05,1983-01-03,DEM,LA,8
00704,10602,Gillis,William,Long,NA,1923,M,hr,1983-01-03,1985-01-03,DEM,LA,8
00704,10602,Gillis,William,Long,NA,1923,M,hr,1985-01-03,1987-01-03,DEM,LA,8
00716,14289,Stanley,Nelson,Lundine,NA,1939,M,hr,1975-01-14,1977-01-03,DEM,NY,39
00716,14289,Stanley,Nelson,Lundine,NA,1939,M,hr,1977-01-04,1979-01-03,DEM,NY,39
00716,14289,Stanley,Nelson,Lundine,NA,1939,M,hr,1979-01-15,1981-01-03,DEM,NY,39
00716,14289,Stanley,Nelson,Lundine,NA,1939,M,hr,1981-01-05,1983-01-03,DEM,NY,39
00716,14289,Stanley,Nelson,Lundine,NA,1939,M,hr,1983-01-03,1985-01-03,DEM,NY,34
00716,14289,Stanley,Nelson,Lundine,NA,1939,M,hr,1985-01-03,1987-01-03,DEM,NY,34
01394,11029,James,Albertus,McClure,NA,1924,M,hr,1967-01-10,1969-01-03,REP,ID,1
01394,11029,James,Albertus,McClure,NA,1924,M,hr,1969-01-03,1971-01-03,REP,ID,1
01394,11029,James,Albertus,McClure,NA,1924,M,hr,1971-01-21,1973-01-03,REP,ID,1
01394,11029,James,Albertus,McClure,NA,1924,M,se,1973-01-03,1979-01-03,REP,ID,NA
01394,11029,James,Albertus,McClure,NA,1924,M,se,1979-01-15,1985-01-03,REP,ID,NA
01394,11029,James,Albertus,McClure,NA,1924,M,se,1985-01-03,1991-01-03,REP,ID,NA
00779,15042,John,Rettie,McKernan,Jr.,1948,M,hr,1983-01-03,1985-01-03,REP,ME,1
00779,15042,John,Rettie,McKernan,Jr.,1948,M,hr,1985-01-03,1987-01-03,REP,ME,1
00818,13031,Parren,James,Mitchell,NA,1922,M,hr,1971-01-21,1973-01-03,DEM,MD,7
00818,13031,Parren,James,Mitchell,NA,1922,M,hr,1973-01-03,1975-01-03,DEM,MD,7
00818,13031,Parren,James,Mitchell,NA,1922,M,hr,1975-01-14,1977-01-03,DEM,MD,7
00818,13031,Parren,James,Mitchell,NA,1922,M,hr,1977-01-04,1979-01-03,DEM,MD,7
00818,13031,Parren,James,Mitchell,NA,1922,M,hr,1979-01-15,1981-01-03,DEM,MD,7
00818,13031,Parren,James,Mitchell,NA,1922,M,hr,1981-01-05,1983-01-03,DEM,MD,7
00818,13031,Parren,James,Mitchell,NA,1922,M,hr,1983-01-03,1985-01-03,DEM,MD,7
00818,13031,Parren,James,Mitchell,NA,1922,M,hr,1985-01-03,1987-01-03,DEM,MD,7
00826,15111,David,Smith,Monson,NA,1945,M,hr,1985-01-03,1987-01-03,REP,UT,2
00829,14259,William,Henson,Moore,III,1939,M,hr,1975-01-14,1977-01-03,REP,LA,6
00829,14259,William,Henson,Moore,III,1939,M,hr,1977-01-04,1979-01-03,REP,LA,6
00829,14259,William,Henson,Moore,III,1939,M,hr,1979-01-15,1981-01-03,REP,LA,6
00829,14259,William,Henson,Moore,III,1939,M,hr,1981-01-05,1983-01-03,REP,LA,6
00829,14259,William,Henson,Moore,III,1939,M,hr,1983-01-03,1985-01-03,REP,LA,6
00829,14259,William,Henson,Moore,III,1939,M,hr,1985-01-03,1987-01-03,REP,LA,6
00872,14041,George,Miller,O’Brien,NA,1917,M,hr,1973-01-03,1975-01-03,REP,IL,17
00872,14041,George,Miller,O’Brien,NA,1917,M,hr,1975-01-14,1977-01-03,REP,IL,17
00872,14041,George,Miller,O’Brien,NA,1917,M,hr,1977-01-04,1979-01-03,REP,IL,17
00872,14041,George,Miller,O’Brien,NA,1917,M,hr,1979-01-15,1981-01-03,REP,IL,17
00872,14041,George,Miller,O’Brien,NA,1917,M,hr,1981-01-05,1983-01-03,REP,IL,17
00872,14041,George,Miller,O’Brien,NA,1917,M,hr,1983-01-03,1985-01-03,REP,IL,4
00872,14041,George,Miller,O’Brien,NA,1917,M,hr,1985-01-03,1987-01-03,REP,IL,4
00874,7081,Thomas,Phillip,O’Neill,Jr.,1912,M,hr,1953-01-03,1955-01-03,DEM,MA,11
00874,7081,Thomas,Phillip,O’Neill,Jr.,1912,M,hr,1955-01-05,1957-01-03,DEM,MA,11
00874,7081,Thomas,Phillip,O’Neill,Jr.,1912,M,hr,1957-01-03,1959-01-03,DEM,MA,11
00874,7081,Thomas,Phillip,O’Neill,Jr.,1912,M,hr,1959-01-07,1961-01-03,DEM,MA,11
00874,7081,Thomas,Phillip,O’Neill,Jr.,1912,M,hr,1961-01-03,1963-01-03,DEM,MA,11
00874,7081,Thomas,Phillip,O’Neill,Jr.,1912,M,hr,1963-01-09,1965-01-03,DEM,MA,8
