Rate,Rate,Rate,density,recip,nbrDist2twice
3.3213411943244635,2.4701383362765603,2.2196592997985407,-4.971511883665792,4.951983746395124,-1.3323161288741727
3.35318099163681,2.482490208224434,2.232096852774167,-4.995377860324408,4.992858542224315,-0.8371194825168958
3.3169018000103234,2.4569642831050476,2.180000542276165,-4.930922294190759,4.899472072161786,-0.6446098758223305
3.3552391370570556,2.4761954520210887,2.2357508728791506,-4.999747893502418,4.99658076574815,-1.248805820915924
3.3361064086885657,2.481975562547631,2.2215527629369487,-4.98832734928006,4.999743887736491,-1.3791513569599538
3.322719386502921,2.4731936607139717,2.2371541684336185,-4.996705448410908,4.994390518369344,-1.1168277541252511
3.3309581013977434,2.4606321791903167,2.2035351920493733,-4.945129601478838,4.914909348292352,-0.6124329123383643
3.3515951707986975,2.488914534382486,2.23703633856782,-4.992470340639253,4.986056833045839,-0.9503394457002924
3.3521020077522277,2.4939706719961823,2.2165092210496757,-4.9971050195536195,4.998082620026545,-1.678423891254265
3.343168946005706,2.479003716997451,2.2091833437477453,-4.990789327605826,4.972827599720919,-0.6607869629933263
3.3423672846800168,2.4894656960791415,2.232500064698431,-4.97263165339788,4.939815876036059,-1.2225279047864352
3.3153439698819027,2.480451219748175,2.228550234682544,-4.969184875612553,4.947004105497882,-0.8891264256031413
3.2932263330675484,2.460055122875493,2.2034624027652736,-4.950746517774248,4.920630273991362,-0.4689786397681609
3.3519491356715694,2.4868205385130566,2.2433349453046385,-5.005742760341409,5.003013737912253,-1.3712828817239868
3.3484288209431186,2.492991843983161,2.2107904722025578,-4.986447461310052,4.9564764271027455,-0.330383697748126
3.3647131069710903,2.488683031382205,2.222690139428717,-4.996191020308872,4.984481954972467,-0.45245776717751784
3.30200787204194,2.4759066455084504,2.205501237130545,-4.963018787690062,4.935611887437164,-1.7571652954149863
3.35016319319889,2.4665528511277217,2.2186680608525564,-4.972548038386178,4.949576556679852,-0.763014304233981
3.3231751812952153,2.4813747745130934,2.2391969447941533,-4.980365941001091,4.94522367982662,-0.9244766506341964
3.3593153945654897,2.4712977241393785,2.224936872389014,-4.978459539600682,4.935049768303315,-0.454164821250669
3.3339808625580862,2.500979997799899,2.22440068539737,-5.015815620892267,5.028484130751352,-0.9079688055180065
3.3461734412915924,2.456415379329907,2.220072054349204,-4.961579033312601,4.960043137351032,-0.9176883649723189
3.3210791149988497,2.4690589381377137,2.210709726530233,-4.969668848506278,4.970568510559838,-1.1758563988400452
3.326516898947048,2.482764557646739,2.2123709382854013,-4.963053478169637,4.912775986292342,-0.8902772538889113
3.3351489918458466,2.4944001037587538,2.261754211215166,-5.018608094417193,5.0128595710554595,-0.8506656487689184
3.357017782862651,2.498289050406314,2.245650406125431,-5.028930103220244,5.032002313267585,-1.2332523898686218
3.325921661411315,2.4850175139004134,2.230255372113617,-4.993309375117638,4.958817406112762,-0.9298898340736331
3.313732055120785,2.4470853834878215,2.1957025924559934,-4.941536809515426,4.886541364026384,-0.6764404792955795
3.357002135536899,2.48765382829938,2.235941023877045,-5.000483416938164,4.985763119391246,-1.0482346714231012
3.334706782105352,2.4601252212771825,2.1998677961315365,-4.958292791415203,4.919676287042849,-0.5451628899592841
3.3263590328354256,2.4905125118665663,2.2242811821141615,-4.992624768456808,4.983403384299,-1.4557893643689308
3.3459672406454857,2.5174868617522725,2.2330024293083413,-5.026184957189152,4.997247163227183,-1.9383450354765532
3.3613188661638858,2.4973448599731087,2.241136957123711,-4.998237780379729,4.990682967139373,-1.5399485378279711
3.3414082789866106,2.49996169739511,2.246018646365687,-5.008568805504545,4.997115717600001,-1.9022759962915636
3.335625276802083,2.4998257659207335,2.229413552996439,-4.988064543249211,4.992822244012772,-1.0943701114683733
3.3368241489080788,2.497127664564694,2.21377118459871,-4.969967630266985,4.936829937529016,-1.2429193791152382
3.3290528127016916,2.4724302581530093,2.2241491622857876,-4.9812492487073765,4.947114273886834,-1.8427273121073935
3.3476674304455716,2.4622766339557978,2.2244209688291487,-4.976639661220002,4.974717258802888,-0.6926571639775615
3.331180301228872,2.494218826388128,2.2122815019655078,-4.982005912905185,4.959041562403385,-2.121906270249531
3.3450199634738427,2.4843458306417667,2.23276331168515,-4.982117470694039,4.988196963693592,-1.4508388708810782
3.332757892937758,2.482905946062278,2.232573762031592,-4.992729099289912,4.978571305379326,-1.3382452636469744
3.371459972816705,2.507656399405447,2.2438029827739747,-5.018195337891906,5.024606121509309,-0.16441376193773471
3.3704683236217043,2.49492961916386,2.2457230564798647,-5.01873881844874,5.02194669912054,-0.06572558904922857
3.3663265445334547,2.4880705244290233,2.225699498231434,-4.999272007879768,4.992329108912979,-1.0820279403723305
3.3241981633773445,2.4774751379173585,2.2051993056068513,-4.9677827821821285,4.9375387546152485,-1.1955923112178304
3.3364329190617346,2.466746811006041,2.2154336220026707,-4.967312361237172,4.9427012143804525,-1.0322727355934775
3.3485396849226685,2.4683519760123205,2.183894241469667,-4.949975894228471,4.9167640518491975,-1.194766081964756
3.3409724028086134,2.481297243718854,2.236426176769988,-4.975064076710464,4.961911827699364,-0.5524712975082505
3.3401269082294163,2.4914573692608837,2.221616939817819,-5.011230238304848,4.996071094450423,-1.4607865702538558
3.3300304899306785,2.4991275562681334,2.2109690989160145,-4.992263938412187,4.97641884164638,-1.3355998913045883
3.3234058550201553,2.472366138759055,2.2246979165100145,-4.971123909909943,4.92964797913064,-0.889349373193592
3.374888854251045,2.503915351549471,2.2279919354052367,-5.011972326654171,5.010169148799944,-1.1167706299993747
3.331809920523268,2.475358891765943,2.2475139255996064,-4.985067243034585,4.960379247858925,-1.1389182589554911
3.331632548555822,2.485648504946745,2.220831497976957,-4.982787678200251,4.9603607309666184,-0.9238639757842483
3.3488727824739146,2.4991302957451125,2.2421250057552586,-4.999964548248504,4.983402305483473,-0.7046180182495998
3.3285127877618916,2.472876820990812,2.2128719379224955,-4.968253740651893,4.925266015967764,-0.41224305088953106
3.3408425581263543,2.480186057361863,2.224830675976962,-4.986295889925788,4.959226281281866,-0.6248508274211277
